0,259,615,728,670,350,734,477,309,865,619,626,464,452,770,592,549,439,452,113
259,0,465,85,405,812,205,612,578,669,663,768,534,197,737,458,673,453,798,721
615,465,0,222,978,65,455,517,771,332,813,488,570,535,529,850,485,622,321,484
728,85,222,0,80,520,733,364,421,253,590,868,297,490,618,478,846,252,645,378
670,405,978,80,0,248,346,624,471,381,650,675,553,118,504,566,626,610,662,527
350,812,65,520,248,0,347,451,310,269,362,168,817,315,560,779,755,561,823,601
734,205,455,733,346,347,0,314,646,576,458,252,479,686,296,276,587,379,738,510
477,612,517,364,624,451,314,0,899,182,635,119,469,362,204,489,581,440,648,707
309,578,771,421,471,310,646,899,0,459,683,713,646,501,495,827,485,712,608,484
865,669,332,253,381,269,576,182,459,0,457,305,439,242,133,408,375,342,442,365
619,663,813,590,650,362,458,635,683,457,0,624,308,593,143,727,631,888,707,410
626,768,488,868,675,168,252,119,713,305,624,0,136,525,703,487,430,401,447,27
464,534,570,297,553,817,479,469,646,439,308,136,0,642,464,682,597,410,371,407
452,197,535,490,118,315,686,362,501,242,593,525,642,0,858,310,546,359,700,697
770,737,529,618,504,560,296,204,495,133,143,703,464,858,0,815,779,762,394,409
592,458,850,478,566,779,276,489,827,408,727,487,682,310,815,0,559,825,622,656
549,673,485,846,626,755,587,581,485,375,631,430,597,546,779,559,0,399,423,378
439,453,622,252,610,561,379,440,712,342,888,401,410,359,762,825,399,0,342,320
452,798,321,645,662,823,738,648,608,442,707,447,371,700,394,622,423,342,0,193
113,721,484,378,527,601,510,707,484,365,410,27,407,697,409,656,378,320,193,0
