0,721,716,679,231,214,834,552,457,563,589,836,543,757,723,612,731,307,612,564,213,378,487,435,334,378,383,349,498,820,502,502,391,92,433,373,230,499,335,624,524,717,419,347,355,169,528,363,245,557
721,0,705,670,413,769,520,787,467,175,524,444,496,302,406,654,525,581,344,486,176,286,789,268,344,724,452,389,476,486,685,417,678,310,845,484,109,729,777,383,713,750,532,514,642,576,602,628,653,741
716,705,0,636,639,368,681,479,373,584,832,855,691,832,69,535,773,864,258,266,814,561,393,534,704,438,818,856,443,535,533,141,265,367,111,303,615,793,781,832,184,388,772,696,591,423,875,822,506,473
679,670,636,0,397,469,290,607,750,366,145,546,480,448,540,539,737,392,399,611,511,660,765,512,486,231,414,276,472,282,159,268,681,439,489,191,288,660,342,127,316,682,421,470,129,434,634,441,356,626
231,413,639,397,0,987,451,193,601,210,584,715,481,252,608,524,415,749,653,588,571,621,399,399,410,563,876,688,360,401,534,193,465,533,732,386,305,590,536,390,470,401,699,113,723,280,317,351,595,309
214,769,368,469,987,0,390,462,395,826,338,506,557,419,557,94,272,507,420,511,840,635,527,201,341,324,709,313,191,532,522,771,419,388,437,600,643,351,582,246,642,461,496,362,372,236,570,582,827,623
834,520,681,290,451,390,0,741,676,545,520,570,675,520,420,452,390,299,430,597,209,410,591,292,541,416,965,566,701,302,116,566,726,827,504,419,451,724,221,667,71,439,475,913,494,448,319,565,788,225
552,787,479,607,193,462,741,0,667,674,590,442,517,138,607,446,812,750,390,505,582,199,212,401,374,562,540,149,155,391,527,478,355,599,809,718,248,791,305,667,285,676,88,303,420,828,619,493,582,453
457,467,373,750,601,395,676,667,0,388,359,422,585,711,592,606,440,445,586,149,236,633,502,696,748,437,485,236,86,600,538,944,88,587,787,627,531,822,680,896,613,234,927,647,436,621,487,420,282,606
563,175,584,366,210,826,545,674,388,0,244,664,674,679,454,650,240,665,590,448,231,664,517,645,595,341,379,513,575,816,428,358,329,489,262,156,599,330,831,289,204,492,614,395,634,786,518,334,438,617
589,524,832,145,584,338,520,590,359,244,0,667,601,419,160,793,454,611,603,555,264,681,445,448,368,464,411,625,560,531,914,622,483,652,731,600,642,389,120,511,521,269,736,486,267,166,339,224,393,50
