0,402,332,426,335,524,632,566,722,519,802,461,703,565,198,558,332,609,207,510
402,0,493,427,913,664,225,176,350,88,128,449,728,262,515,335,609,804,248,613
332,493,0,494,320,392,324,546,694,305,536,497,930,460,708,394,492,151,496,484
426,427,494,0,568,810,807,342,454,580,543,551,440,447,572,746,635,256,235,313
335,913,320,568,0,746,676,195,265,714,720,661,232,457,622,233,269,581,787,898
524,664,392,810,746,0,306,173,286,596,279,532,790,926,612,649,610,468,454,573
632,225,324,807,676,306,0,625,315,973,262,322,697,248,874,490,952,455,377,623
566,176,546,342,195,173,625,0,297,523,412,447,371,397,590,54,140,514,679,281
722,350,694,454,265,286,315,297,0,730,728,250,727,619,280,652,579,491,338,472
519,88,305,580,714,596,973,523,730,0,503,621,691,720,225,558,829,295,595,292
802,128,536,543,720,279,262,412,728,503,0,249,831,698,645,753,423,448,401,212
461,449,497,551,661,532,322,447,250,621,249,0,425,640,243,275,613,662,607,431
703,728,930,440,232,790,697,371,727,691,831,425,0,541,739,743,767,441,771,620
565,262,460,447,457,926,248,397,619,720,698,640,541,0,444,298,497,939,983,407
198,515,708,572,622,612,874,590,280,225,645,243,739,444,0,673,206,724,569,909
558,335,394,746,233,649,490,54,652,558,753,275,743,298,673,0,550,442,480,755
332,609,492,635,269,610,952,140,579,829,423,613,767,497,206,550,0,462,225,381
609,804,151,256,581,468,455,514,491,295,448,662,441,939,724,442,462,0,638,184
207,248,496,235,787,454,377,679,338,595,401,607,771,983,569,480,225,638,0,559
510,613,484,313,898,573,623,281,472,292,212,431,620,407,909,755,381,184,559,0
