0,656,838,318,567,386,455,207,603,117,363,235,280,328,397,971,406,482,359,786
656,0,401,434,693,621,403,660,204,337,280,667,710,495,428,361,332,522,769,626
838,401,0,281,250,388,364,490,857,491,662,935,425,515,204,186,778,650,475,623
318,434,281,0,156,764,599,198,754,86,196,240,130,787,529,438,407,441,592,523
567,693,250,156,0,324,568,764,232,290,640,743,701,608,218,256,313,580,442,254
386,621,388,764,324,0,114,820,592,291,979,316,409,449,420,525,449,799,822,555
455,403,364,599,568,114,0,237,483,733,421,262,549,833,523,527,302,489,708,572
207,660,490,198,764,820,237,0,827,608,318,325,581,705,335,537,553,121,558,351
603,204,857,754,232,592,483,827,0,491,548,319,533,408,705,176,216,515,691,536
117,337,491,86,290,291,733,608,491,0,306,791,664,729,762,720,503,550,303,352
363,280,662,196,640,979,421,318,548,306,0,775,364,495,319,614,498,893,305,525
235,667,935,240,743,316,262,325,319,791,775,0,877,270,746,592,580,249,833,468
280,710,425,130,701,409,549,581,533,664,364,877,0,310,862,621,174,813,495,580
328,495,515,787,608,449,833,705,408,729,495,270,310,0,286,549,791,458,510,193
397,428,204,529,218,420,523,335,705,762,319,746,862,286,0,702,197,261,124,411
971,361,186,438,256,525,527,537,176,720,614,592,621,549,702,0,820,710,489,264
406,332,778,407,313,449,302,553,216,503,498,580,174,791,197,820,0,366,638,408
482,522,650,441,580,799,489,121,515,550,893,249,813,458,261,710,366,0,526,682
359,769,475,592,442,822,708,558,691,303,305,833,495,510,124,489,638,526,0,570
786,626,623,523,254,555,572,351,536,352,525,468,580,193,411,264,408,682,570,0
