0,510,292,270,815,502,745,445,733,140,362,461,513,578,876,612,179,678,516,755
510,0,766,352,535,373,494,531,475,457,519,639,598,471,635,831,898,69,545,622
292,766,0,463,178,793,236,583,182,550,735,360,651,396,782,336,364,351,412,623
270,352,463,0,616,257,22,900,715,667,252,308,433,656,311,257,709,428,499,617
815,535,178,616,0,808,454,276,577,323,447,742,515,151,231,361,570,530,514,402
502,373,793,257,808,0,235,685,504,438,787,491,314,506,750,384,410,152,337,552
745,494,236,22,454,235,0,260,646,806,356,300,189,418,337,695,683,353,344,209
445,531,583,900,276,685,260,0,283,580,154,408,565,299,315,472,622,242,357,678
733,475,182,715,577,504,646,283,0,630,336,565,720,156,656,543,173,297,708,696
140,457,550,667,323,438,806,580,630,0,199,910,830,491,488,462,355,311,200,561
362,519,735,252,447,787,356,154,336,199,0,408,562,489,851,711,582,688,511,871
461,639,360,308,742,491,300,408,565,910,408,0,800,844,871,688,687,821,557,610
513,598,651,433,515,314,189,565,720,830,562,800,0,729,294,315,479,755,750,365
578,471,396,656,151,506,418,299,156,491,489,844,729,0,548,533,161,280,719,68
876,635,782,311,231,750,337,315,656,488,851,871,294,548,0,650,760,573,532,772
612,831,336,257,361,384,695,472,543,462,711,688,315,533,650,0,141,884,328,720
179,898,364,709,570,410,683,622,173,355,582,687,479,161,760,141,0,440,335,420
678,69,351,428,530,152,353,242,297,311,688,821,755,280,573,884,440,0,461,245
516,545,412,499,514,337,344,357,708,200,511,557,750,719,532,328,335,461,0,582
755,622,623,617,402,552,209,678,696,561,871,610,365,68,772,720,420,245,582,0
