0,317,177,480,484,68,706,547,558,75,629,494,373,783,303,432,501,412,611,447,420,545,231,267,622,565,451,334,51,449,655,529,185,493,842,820,616,654,514,692,601,821,882,653,409,523,310,97,786,74
317,0,585,121,829,503,263,294,613,303,631,720,649,408,494,409,512,396,487,323,386,642,589,773,869,143,728,509,470,456,288,442,485,207,519,247,739,251,726,605,194,363,551,627,711,249,312,321,192,360
177,585,0,203,155,346,650,807,375,522,587,551,249,578,515,582,275,516,573,223,887,718,665,596,331,255,235,734,705,327,779,191,440,819,396,541,403,77,536,717,820,693,389,681,488,377,759,476,533,986
480,121,203,0,838,324,634,329,841,259,684,245,565,75,532,660,475,695,393,314,830,363,421,285,385,377,344,238,555,904,217,401,625,559,533,496,876,808,419,326,855,602,721,643,473,427,352,711,565,322
484,829,155,838,0,780,505,321,238,351,392,489,369,845,579,850,720,592,557,670,682,626,770,527,625,772,492,616,582,476,537,527,480,803,377,384,384,690,668,275,346,236,525,383,365,512,405,722,207,438
68,503,346,324,780,0,435,212,285,374,545,403,526,601,293,582,391,496,610,327,63,625,432,620,431,249,484,262,515,318,363,337,279,233,771,435,680,684,391,566,576,411,341,300,545,429,335,670,403,413
706,263,650,634,505,435,0,404,304,449,477,408,523,277,199,921,520,344,644,192,777,296,441,667,635,657,681,500,530,321,666,73,713,694,489,959,243,509,447,540,592,327,698,730,174,526,387,482,148,267
547,294,807,329,321,212,404,0,574,548,97,764,621,335,415,136,661,416,602,645,191,389,584,979,554,345,45,381,842,818,360,736,294,499,93,423,832,883,399,306,386,493,318,348,656,452,624,236,524,641
558,613,375,841,238,285,304,574,0,510,506,248,297,847,87,364,898,282,206,654,685,541,501,508,489,197,191,179,742,536,507,539,189,776,360,271,603,640,674,216,338,469,393,203,593,205,968,670,416,537
75,303,522,259,351,374,449,548,510,0,604,732,440,353,523,671,639,656,752,433,435,684,435,230,455,399,74,497,109,401,644,480,697,544,640,507,663,605,911,427,493,628,701,570,735,550,550,497,589,212
629,631,587,684,392,545,477,97,506,604,0,578,441,155,510,329,579,668,465,359,775,370,623,887,481,500,572,462,324,355,792,287,806,925,734,835,477,555,588,344,267,516,640,302,511,470,413,674,590,668
494,720,551,245,489,403,408,764,248,732,578,0,595,36,595,288,884,413,614,695,402,380,500,533,897,685,446,657,704,770,559,194,128,484,389,598,72,522,446,500,271,405,596,235,631,960,437,561,250,738
373,649,249,565,369,526,523,621,297,440,441,595,0,539,335,396,69,507,468,606,82,784,724,866,437,429,546,272,829,432,637,248,211,571,244,597,594,543,219,656,773,605,354,401,445,563,297,563,410,529
783,408,578,75,845,601,277,335,847,353,155,36,539,0,566,292,457,663,141,209,393,441,405,381,370,882,220,392,707,546,818,592,481,773,533,171,789,494,382,591,315,404,421,566,606,676,421,538,612,438
303,494,515,532,579,293,199,415,87,523,510,595,335,566,0,302,646,661,258,935,671,483,400,680,421,515,466,552,650,663,272,537,961,201,471,524,442,644,330,442,477,330,371,762,500,534,481,629,553,507
432,409,582,660,850,582,921,136,364,671,329,288,396,292,302,0,611,716,777,498,644,136,454,764,656,117,600,649,509,275,302,336,684,578,420,865,720,488,742,729,596,601,514,494,501,616,526,358,690,691
501,512,275,475,720,391,520,661,898,639,579,884,69,457,646,611,0,470,745,645,439,91,148,573,181,803,761,52,489,676,920,566,698,865,356,254,670,571,486,806,557,313,538,508,174,363,610,820,624,493
412,396,516,695,592,496,344,416,282,656,668,413,507,663,661,716,470,0,367,132,670,511,661,396,781,396,206,601,474,939,515,592,592,629,761,659,466,565,220,388,504,859,819,583,65,227,395,318,635,511
611,487,573,393,557,610,644,602,206,752,465,614,468,141,258,777,745,367,0,873,432,124,567,872,462,315,178,306,769,282,537,281,415,505,310,533,599,280,838,501,754,59,66,617,278,694,258,593,345,199
447,323,223,314,670,327,192,645,654,433,359,695,606,209,935,498,645,132,873,0,453,389,813,163,281,727,345,770,227,546,596,561,676,743,634,722,253,119,266,597,769,500,578,633,475,662,637,594,470,630
420,386,887,830,682,63,777,191,685,435,775,402,82,393,671,644,439,670,432,453,0,490,420,379,416,491,699,389,397,233,469,600,592,601,706,523,761,387,964,515,524,489,387,385,316,327,310,227,690,566
545,642,718,363,626,625,296,389,541,684,370,380,784,441,483,136,91,511,124,389,490,0,656,586,878,434,526,805,584,520,533,756,449,256,349,113,786,699,780,376,349,414,681,515,870,392,559,380,849,870
231,589,665,421,770,432,441,584,501,435,623,500,724,405,400,454,148,661,567,813,420,656,0,505,353,378,485,255,640,606,507,426,444,418,79,404,452,575,617,667,297,492,627,482,237,584,541,485,877,529
267,773,596,285,527,620,667,979,508,230,887,533,866,381,680,764,573,396,872,163,379,586,505,0,706,554,629,130,115,683,513,715,154,477,411,336,709,285,667,278,750,384,905,513,373,531,692,767,806,548
622,869,331,385,625,431,635,554,489,455,481,897,437,370,421,656,181,781,462,281,416,878,353,706,0,248,231,510,418,251,612,372,589,240,680,475,729,792,152,579,535,376,603,284,319,530,772,419,671,583
565,143,255,377,772,249,657,345,197,399,500,685,429,882,515,117,803,396,315,727,491,434,378,554,248,0,459,484,211,398,314,175,309,367,429,261,772,903,240,346,351,683,440,656,767,81,322,712,403,764
451,728,235,344,492,484,681,45,191,74,572,446,546,220,466,600,761,206,178,345,699,526,485,629,231,459,0,225,579,387,842,365,809,722,304,597,203,495,445,796,182,605,371,518,573,630,296,469,462,754
334,509,734,238,616,262,500,381,179,497,462,657,272,392,552,649,52,601,306,770,389,805,255,130,510,484,225,0,390,486,470,649,582,660,717,763,270,592,382,281,757,373,330,661,616,200,534,223,462,233
