0,412,778,264,745,672,602,198,687,296,602,388,691,312,352,631,513,466,170,562
412,0,394,605,615,257,377,426,522,455,371,367,685,763,629,243,532,175,262,687
778,394,0,825,471,606,649,918,446,494,655,569,729,672,516,743,427,508,209,390
264,605,825,0,771,709,732,115,555,433,507,627,649,752,901,420,419,712,609,756
745,615,471,771,0,150,476,551,515,753,806,527,306,290,211,871,98,528,158,242
672,257,606,709,150,0,416,406,415,599,921,518,220,153,430,724,902,712,715,783
602,377,649,732,476,416,0,464,634,649,106,512,215,523,620,324,766,682,690,499
198,426,918,115,551,406,464,0,259,751,444,464,237,317,360,324,708,635,503,349
687,522,446,555,515,415,634,259,0,460,594,454,421,896,374,347,402,876,483,961
296,455,494,433,753,599,649,751,460,0,357,858,833,839,315,680,409,656,530,375
602,371,655,507,806,921,106,444,594,357,0,623,556,696,882,634,703,185,560,444
388,367,569,627,527,518,512,464,454,858,623,0,350,700,160,271,632,719,644,345
691,685,729,649,306,220,215,237,421,833,556,350,0,464,689,264,89,656,367,784
312,763,672,752,290,153,523,317,896,839,696,700,464,0,772,590,669,511,614,723
352,629,516,901,211,430,620,360,374,315,882,160,689,772,0,267,669,642,137,353
631,243,743,420,871,724,324,324,347,680,634,271,264,590,267,0,481,762,377,554
513,532,427,419,98,902,766,708,402,409,703,632,89,669,669,481,0,114,498,468
466,175,508,712,528,712,682,635,876,656,185,719,656,511,642,762,114,0,331,467
170,262,209,609,158,715,690,503,483,530,560,644,367,614,137,377,498,331,0,504
562,687,390,756,242,783,499,349,961,375,444,345,784,723,353,554,468,467,504,0
