0,177,408,652,571,234,217,559,734,258,356,529,732,495,327,523,547,418,624,851,847,339,506,439,517,563,375,310,532,555,785,387,975,125,695,601,300,603,517,92,457,386,467,703,600,517,302,452,451,440
177,0,563,643,542,599,732,596,736,536,580,480,642,430,623,596,394,337,514,844,457,397,182,285,535,270,454,184,897,561,423,406,198,166,486,260,498,585,540,478,607,193,688,507,486,320,331,652,323,459
408,563,0,645,757,890,596,236,496,411,736,408,518,773,394,444,349,373,365,163,435,574,461,765,712,300,578,496,441,605,696,584,400,363,142,551,551,475,271,687,776,329,567,372,647,693,540,363,509,457
652,643,645,0,269,263,464,128,288,500,430,449,137,83,805,523,396,849,313,567,343,625,575,588,399,853,265,576,407,240,345,342,326,806,641,192,673,637,643,417,509,317,114,407,376,777,451,864,227,715
571,542,757,269,0,553,727,434,343,447,676,642,709,858,282,468,583,275,676,285,350,182,547,144,875,600,571,746,467,314,126,514,896,588,449,548,584,704,117,345,523,723,433,283,629,666,373,270,188,626
234,599,890,263,553,0,248,758,565,282,809,745,319,135,529,321,729,651,459,544,780,543,282,447,76,510,766,673,640,171,833,599,656,450,575,541,283,106,315,575,463,189,390,391,504,115,536,698,437,158
217,732,596,464,727,248,0,745,617,456,493,801,275,722,656,678,394,551,640,631,528,840,251,407,660,394,764,486,697,412,694,351,315,337,745,941,167,282,423,877,460,404,726,739,545,400,337,671,534,673
559,596,236,128,434,758,745,0,370,581,622,542,673,672,788,495,704,455,350,212,507,299,815,744,441,331,649,416,84,752,268,654,547,289,760,550,447,162,561,341,82,141,206,584,715,279,801,710,249,299
734,736,496,288,343,565,617,370,0,755,665,656,889,409,246,517,508,835,678,494,585,561,415,685,441,428,279,776,348,456,737,717,495,512,611,441,408,278,674,458,569,517,459,323,671,322,697,264,429,825
258,536,411,500,447,282,456,581,755,0,496,368,193,506,599,170,832,431,388,754,312,786,492,288,786,589,642,538,858,848,649,477,728,803,158,261,429,185,447,740,471,522,220,159,543,407,808,957,555,420
356,580,736,430,676,809,493,622,665,496,0,580,677,798,744,399,135,913,621,327,340,704,207,465,574,851,448,293,845,461,672,409,584,454,359,395,467,436,386,359,661,617,345,528,393,390,755,839,249,331
529,480,408,449,642,745,801,542,656,368,580,0,690,571,766,562,539,309,637,600,703,511,918,353,640,762,272,461,756,564,271,358,863,728,622,491,655,171,456,410,925,504,706,608,288,215,116,433,569,813
732,642,518,137,709,319,275,673,889,193,677,690,0,484,785,492,440,524,321,534,806,676,814,495,493,19,717,644,399,759,666,698,339,431,258,585,645,641,441,181,266,722,659,375,689,769,528,791,926,573
495,430,773,83,858,135,722,672,409,506,798,571,484,0,888,489,788,399,447,766,271,501,581,718,184,417,343,600,631,715,690,426,834,469,608,755,543,646,460,269,191,308,483,568,331,496,515,628,625,690
327,623,394,805,282,529,656,788,246,599,744,766,785,888,0,941,593,208,465,529,621,482,602,613,418,487,255,632,101,260,475,472,580,326,55,227,649,325,592,726,321,796,528,414,548,379,505,255,561,627
523,596,444,523,468,321,678,495,517,170,399,562,492,489,941,0,849,302,554,189,430,808,541,778,811,601,876,890,456,321,619,429,908,564,628,411,520,535,577,778,509,575,310,631,798,343,599,523,662,756
547,394,349,396,583,729,394,704,508,832,135,539,440,788,593,849,0,500,434,341,639,426,504,76,732,786,345,343,582,775,877,441,570,271,328,421,513,286,177,676,194,845,630,478,295,703,464,409,510,350
418,337,373,849,275,651,551,455,835,431,913,309,524,399,208,302,500,0,538,605,358,393,436,555,340,284,392,442,682,673,550,697,497,748,698,502,733,424,519,371,772,261,585,709,383,361,488,769,404,707
624,514,365,313,676,459,640,350,678,388,621,637,321,447,465,554,434,538,0,445,515,512,746,424,686,726,585,636,572,897,653,786,376,607,396,520,100,663,692,477,880,504,511,357,111,446,143,477,244,300
851,844,163,567,285,544,631,212,494,754,327,600,534,766,529,189,341,605,445,0,538,478,720,374,532,305,177,284,431,386,431,446,365,383,851,453,862,442,476,956,294,817,166,826,555,444,67,616,563,399
847,457,435,343,350,780,528,507,585,312,340,703,806,271,621,430,639,358,515,538,0,634,473,488,286,452,596,374,648,559,306,157,219,578,398,173,274,520,527,232,153,215,467,373,796,857,187,737,245,807
339,397,574,625,182,543,840,299,561,786,704,511,676,501,482,808,426,393,512,478,634,0,456,536,463,400,146,963,791,545,873,574,559,259,458,873,611,667,571,750,346,446,426,465,457,333,302,480,142,642
506,182,461,575,547,282,251,815,415,492,207,918,814,581,602,541,504,436,746,720,473,456,0,688,364,958,466,666,476,476,337,358,813,482,849,357,435,99,753,674,686,558,577,405,549,363,748,591,883,412
439,285,765,588,144,447,407,744,685,288,465,353,495,718,613,778,76,555,424,374,488,536,688,0,610,461,471,646,588,388,249,487,464,459,248,532,660,433,256,432,56,139,894,746,524,342,774,345,141,588
517,535,712,399,875,76,660,441,441,786,574,640,493,184,418,811,732,340,686,532,286,463,364,610,0,315,645,912,711,299,307,721,443,429,496,618,715,501,442,82,454,406,469,807,703,166,644,118,515,800
563,270,300,853,600,510,394,331,428,589,851,762,19,417,487,601,786,284,726,305,452,400,958,461,315,0,310,450,402,647,125,354,231,725,354,598,750,72,438,478,155,696,533,313,339,749,448,767,290,781
375,454,578,265,571,766,764,649,279,642,448,272,717,343,255,876,345,392,585,177,596,146,466,471,645,310,0,291,476,408,348,117,244,260,535,511,476,684,608,459,374,617,674,695,336,815,478,849,669,206
310,184,496,576,746,673,486,416,776,538,293,461,644,600,632,890,343,442,636,284,374,963,666,646,912,450,291,0,415,474,667,832,221,457,867,63,748,143,565,851,649,202,483,386,381,670,716,323,371,725
532,897,441,407,467,640,697,84,348,858,845,756,399,631,101,456,582,682,572,431,648,791,476,588,711,402,476,415,0,678,708,90,575,454,413,378,257,438,707,900,857,624,750,403,794,589,432,806,207,535
555,561,605,240,314,171,412,752,456,848,461,564,759,715,260,321,775,673,897,386,559,545,476,388,299,647,408,474,678,0,496,246,451,609,887,234,420,610,791,179,788,365,302,699,396,346,601,624,462,291
785,423,696,345,126,833,694,268,737,649,672,271,666,690,475,619,877,550,653,431,306,873,337,249,307,125,348,667,708,496,0,326,253,673,758,580,792,281,503,548,632,650,301,365,249,362,462,226,639,594
387,406,584,342,514,599,351,654,717,477,409,358,698,426,472,429,441,697,786,446,157,574,358,487,721,354,117,832,90,246,326,0,758,638,249,341,297,128,763,592,550,928,365,702,714,239,340,206,745,588
975,198,400,326,896,656,315,547,495,728,584,863,339,834,580,908,570,497,376,365,219,559,813,464,443,231,244,221,575,451,253,758,0,178,859,880,847,691,369,281,554,148,364,620,440,555,177,357,444,776
125,166,363,806,588,450,337,289,512,803,454,728,431,469,326,564,271,748,607,383,578,259,482,459,429,725,260,457,454,609,673,638,178,0,615,234,463,631,488,331,420,543,638,692,757,218,262,100,259,183
695,486,142,641,449,575,745,760,611,158,359,622,258,608,55,628,328,698,396,851,398,458,849,248,496,354,535,867,413,887,758,249,859,615,0,721,634,382,191,631,682,438,540,550,403,186,153,479,470,605
601,260,551,192,548,541,941,550,441,261,395,491,585,755,227,411,421,502,520,453,173,873,357,532,618,598,511,63,378,234,580,341,880,234,721,0,255,697,90,384,679,562,805,871,895,613,660,859,565,771
300,498,551,673,584,283,167,447,408,429,467,655,645,543,649,520,513,733,100,862,274,611,435,660,715,750,476,748,257,420,792,297,847,463,634,255,0,573,310,688,929,541,613,763,918,495,50,525,476,774
603,585,475,637,704,106,282,162,278,185,436,171,641,646,325,535,286,424,663,442,520,667,99,433,501,72,684,143,438,610,281,128,691,631,382,697,573,0,374,642,395,496,877,451,497,280,313,866,365,707
517,540,271,643,117,315,423,561,674,447,386,456,441,460,592,577,177,519,692,476,527,571,753,256,442,438,608,565,707,791,503,763,369,488,191,90,310,374,0,690,566,111,471,462,570,329,222,501,220,238
92,478,687,417,345,575,877,341,458,740,359,410,181,269,726,778,676,371,477,956,232,750,674,432,82,478,459,851,900,179,548,592,281,331,631,384,688,642,690,0,643,291,563,322,910,470,360,363,545,540
457,607,776,509,523,463,460,82,569,471,661,925,266,191,321,509,194,772,880,294,153,346,686,56,454,155,374,649,857,788,632,550,554,420,682,679,929,395,566,643,0,432,603,176,480,217,359,601,377,463
386,193,329,317,723,189,404,141,517,522,617,504,722,308,796,575,845,261,504,817,215,446,558,139,406,696,617,202,624,365,650,928,148,543,438,562,541,496,111,291,432,0,517,565,369,302,260,939,436,602
467,688,567,114,433,390,726,206,459,220,345,706,659,483,528,310,630,585,511,166,467,426,577,894,469,533,674,483,750,302,301,365,364,638,540,805,613,877,471,563,603,517,0,527,396,850,307,411,389,879
703,507,372,407,283,391,739,584,323,159,528,608,375,568,414,631,478,709,357,826,373,465,405,746,807,313,695,386,403,699,365,702,620,692,550,871,763,451,462,322,176,565,527,0,850,215,499,708,520,863
600,486,647,376,629,504,545,715,671,543,393,288,689,331,548,798,295,383,111,555,796,457,549,524,703,339,336,381,794,396,249,714,440,757,403,895,918,497,570,910,480,369,396,850,0,723,395,770,584,425
517,320,693,777,666,115,400,279,322,407,390,215,769,496,379,343,703,361,446,444,857,333,363,342,166,749,815,670,589,346,362,239,555,218,186,613,495,280,329,470,217,302,850,215,723,0,662,825,403,763
302,331,540,451,373,536,337,801,697,808,755,116,528,515,505,599,464,488,143,67,187,302,748,774,644,448,478,716,432,601,462,340,177,262,153,660,50,313,222,360,359,260,307,499,395,662,0,268,774,486
452,652,363,864,270,698,671,710,264,957,839,433,791,628,255,523,409,769,477,616,737,480,591,345,118,767,849,323,806,624,226,206,357,100,479,859,525,866,501,363,601,939,411,708,770,825,268,0,602,502
451,323,509,227,188,437,534,249,429,555,249,569,926,625,561,662,510,404,244,563,245,142,883,141,515,290,669,371,207,462,639,745,444,259,470,565,476,365,220,545,377,436,389,520,584,403,774,602,0,292
440,459,457,715,626,158,673,299,825,420,331,813,573,690,627,756,350,707,300,399,807,642,412,588,800,781,206,725,535,291,594,588,776,183,605,771,774,707,238,540,463,602,879,863,425,763,486,502,292,0
