0,505,616,625,409,449,914,863,314,358,849,499,733,727,551,285,887,611,739,459
505,0,228,474,507,380,363,200,373,455,353,783,500,227,621,216,791,822,611,398
616,228,0,525,438,318,182,555,562,358,420,818,252,700,846,351,737,583,633,532
625,474,525,0,545,631,289,152,562,430,221,483,204,780,445,292,614,339,322,217
409,507,438,545,0,396,657,413,555,189,510,530,718,220,462,584,463,497,381,710
449,380,318,631,396,0,522,749,141,725,446,600,665,837,746,696,654,552,465,405
914,363,182,289,657,522,0,255,285,437,482,235,531,813,908,379,619,642,460,122
863,200,555,152,413,749,255,0,588,607,675,641,457,484,358,294,201,478,72,391
314,373,562,562,555,141,285,588,0,415,875,761,613,413,806,974,153,464,288,862
358,455,358,430,189,725,437,607,415,0,732,582,372,616,160,500,803,384,591,558
849,353,420,221,510,446,482,675,875,732,0,392,697,105,736,639,454,369,703,194
499,783,818,483,530,600,235,641,761,582,392,0,587,651,602,544,776,713,861,424
733,500,252,204,718,665,531,457,613,372,697,587,0,717,879,346,358,583,357,235
727,227,700,780,220,837,813,484,413,616,105,651,717,0,200,622,428,486,428,444
551,621,846,445,462,746,908,358,806,160,736,602,879,200,0,578,716,207,535,651
285,216,351,292,584,696,379,294,974,500,639,544,346,622,578,0,805,802,489,394
887,791,737,614,463,654,619,201,153,803,454,776,358,428,716,805,0,609,172,522
611,822,583,339,497,552,642,478,464,384,369,713,583,486,207,802,609,0,182,544
739,611,633,322,381,465,460,72,288,591,703,861,357,428,535,489,172,182,0,294
459,398,532,217,710,405,122,391,862,558,194,424,235,444,651,394,522,544,294,0
