0,361,485,367,448,507,594,455,411,269,404,267,612,709,779,259,557,631,245,252,409,478,530,480,375,426,566,922,511,653,266,614,140,490,541,440,583,122,671,675,415,103,541,402,466,535,903,356,657,797
361,0,566,276,211,290,545,433,664,390,727,551,766,149,161,507,790,614,409,528,390,592,345,725,422,491,162,348,770,198,829,306,325,514,635,218,510,147,735,436,662,379,424,515,439,779,658,399,511,482
485,566,0,170,223,223,580,756,365,635,64,237,507,145,558,271,132,602,301,394,218,501,763,448,427,369,506,480,438,732,409,535,244,528,553,702,679,345,613,514,332,169,575,242,355,579,122,700,881,882
367,276,170,0,551,314,317,397,634,677,523,843,573,411,456,570,46,540,868,528,402,551,730,529,215,757,419,717,720,526,631,526,594,570,736,506,330,630,370,551,403,817,519,170,660,304,226,825,590,482
448,211,223,551,0,745,467,714,389,590,786,617,347,471,679,504,203,536,693,253,613,892,664,557,622,409,922,450,707,404,490,494,582,367,779,537,656,609,260,225,193,463,624,320,501,408,337,237,540,513
507,290,223,314,745,0,602,576,610,525,784,241,215,763,660,422,603,311,415,298,466,533,540,671,158,519,804,562,693,209,262,159,903,928,501,490,477,755,799,637,753,406,484,226,771,687,696,652,788,377
594,545,580,317,467,602,0,684,473,323,241,584,642,611,373,300,187,639,69,529,21,503,434,723,620,152,396,631,653,143,578,650,34,742,538,424,114,600,309,234,542,589,565,845,180,171,425,705,449,158
455,433,756,397,714,576,684,0,134,352,249,320,677,79,656,553,700,816,816,475,431,687,395,377,473,463,640,311,679,887,403,325,498,176,163,713,223,407,278,691,669,350,522,542,828,168,841,605,249,473
411,664,365,634,389,610,473,134,0,271,164,402,463,305,691,818,306,254,745,659,898,568,781,826,882,786,771,623,458,666,589,347,862,583,300,88,538,522,768,769,538,697,518,764,44,408,251,521,357,859
269,390,635,677,590,525,323,352,271,0,173,679,439,241,439,670,252,515,718,306,135,566,476,438,443,664,161,669,304,755,343,372,421,467,570,656,215,829,751,477,896,667,550,383,801,697,727,524,733,381
404,727,64,523,786,784,241,249,164,173,0,711,867,461,158,512,277,862,649,625,587,61,500,618,118,295,400,447,663,533,681,553,322,671,531,820,316,880,525,278,94,253,563,391,276,377,729,300,306,389
267,551,237,843,617,241,584,320,402,679,711,0,602,437,513,560,500,803,212,930,692,577,307,461,516,469,765,751,916,339,292,184,484,653,377,645,555,737,771,372,774,198,246,807,889,594,471,312,408,287
612,766,507,573,347,215,642,677,463,439,867,602,0,365,551,469,303,463,596,378,244,401,384,330,672,500,370,445,528,467,520,512,331,363,865,519,479,359,385,593,194,245,565,525,428,373,832,892,341,593
709,149,145,411,471,763,611,79,305,241,461,437,365,0,882,744,280,410,357,611,543,831,538,619,579,733,162,484,418,481,474,777,298,797,608,780,180,587,880,711,654,437,357,438,547,783,278,279,593,583
779,161,558,456,679,660,373,656,691,439,158,513,551,882,0,687,495,732,451,779,221,836,673,104,340,414,701,726,105,790,506,727,765,621,941,397,549,487,460,489,110,293,798,691,504,437,749,407,300,618
259,507,271,570,504,422,300,553,818,670,512,560,469,744,687,0,866,145,548,419,595,615,537,406,278,175,148,585,184,485,479,186,168,307,645,498,414,509,684,616,401,805,326,461,187,727,640,520,194,623
557,790,132,46,203,603,187,700,306,252,277,500,303,280,495,866,0,846,608,91,375,670,309,373,480,593,385,419,534,476,536,685,545,434,578,692,386,800,687,225,276,318,473,622,856,267,582,232,425,705
631,614,602,540,536,311,639,816,254,515,862,803,463,410,732,145,846,0,739,521,527,585,844,497,858,735,861,228,462,586,333,571,677,575,660,395,722,635,252,565,532,142,536,706,832,810,460,575,582,361
245,409,301,868,693,415,69,816,745,718,649,212,596,357,451,548,608,739,0,475,693,645,595,573,877,382,280,422,878,763,672,638,122,686,373,684,805,448,349,269,692,348,374,267,577,392,399,505,339,642
252,528,394,528,253,298,529,475,659,306,625,930,378,611,779,419,91,521,475,0,864,133,243,408,733,484,915,611,333,264,413,466,346,30,538,707,532,363,392,731,66,593,568,246,927,358,592,331,614,620
409,390,218,402,613,466,21,431,898,135,587,692,244,543,221,595,375,527,693,864,0,495,452,391,292,340,678,575,480,170,142,458,703,476,160,690,634,77,337,687,431,272,82,682,343,553,560,651,714,370
478,592,501,551,892,533,503,687,568,566,61,577,401,831,836,615,670,585,645,133,495,0,511,688,775,574,629,655,598,105,671,700,632,480,450,842,325,433,185,671,782,921,869,569,437,557,484,737,637,474
