0,476,889,337,363,836,240,425,330,95,307,323,395,273,742,707,337,536,749,388
476,0,243,259,674,449,609,761,431,294,653,581,597,416,609,506,488,431,505,695
889,243,0,798,492,822,349,829,843,533,583,497,527,852,338,660,156,396,385,218
337,259,798,0,902,568,528,966,944,836,350,613,585,644,525,619,519,421,594,641
363,674,492,902,0,734,346,164,147,327,659,378,841,360,242,261,578,526,401,828
836,449,822,568,734,0,888,214,331,404,518,331,356,323,580,473,460,321,738,386
240,609,349,528,346,888,0,807,762,333,810,835,409,620,190,760,291,393,659,615
425,761,829,966,164,214,807,0,323,282,499,568,295,336,346,780,470,552,384,203
330,431,843,944,147,331,762,323,0,216,952,467,764,327,719,558,264,373,633,846
95,294,533,836,327,404,333,282,216,0,547,700,538,275,165,340,484,576,400,418
307,653,583,350,659,518,810,499,952,547,0,323,415,833,932,692,234,595,25,894
323,581,497,613,378,331,835,568,467,700,323,0,645,392,331,618,486,321,429,570
395,597,527,585,841,356,409,295,764,538,415,645,0,318,455,425,572,270,323,532
273,416,852,644,360,323,620,336,327,275,833,392,318,0,467,309,435,517,458,381
742,609,338,525,242,580,190,346,719,165,932,331,455,467,0,615,339,169,209,458
707,506,660,619,261,473,760,780,558,340,692,618,425,309,615,0,328,522,552,541
337,488,156,519,578,460,291,470,264,484,234,486,572,435,339,328,0,817,441,612
536,431,396,421,526,321,393,552,373,576,595,321,270,517,169,522,817,0,206,617
749,505,385,594,401,738,659,384,633,400,25,429,323,458,209,552,441,206,0,376
388,695,218,641,828,386,615,203,846,418,894,570,532,381,458,541,612,617,376,0
