0,482,834,324,228,412,292,657,253,121,614,283,386,556,280,344,190,406,318,908
482,0,801,635,797,549,681,389,545,583,709,857,508,290,723,204,483,293,832,626
834,801,0,359,383,106,535,593,515,360,921,145,915,450,834,684,115,543,428,377
324,635,359,0,414,294,507,606,453,497,136,348,556,259,150,506,615,377,475,494
228,797,383,414,0,845,853,124,478,572,668,475,559,649,146,744,410,570,718,593
412,549,106,294,845,0,519,482,519,646,71,914,566,697,826,579,211,488,505,469
292,681,535,507,853,519,0,721,499,788,358,498,99,579,727,335,166,315,639,74
657,389,593,606,124,482,721,0,374,289,513,733,300,399,189,972,503,513,418,605
253,545,515,453,478,519,499,374,0,409,788,586,216,385,169,445,540,397,493,650
121,583,360,497,572,646,788,289,409,0,685,588,873,676,627,534,532,932,525,309
614,709,921,136,668,71,358,513,788,685,0,604,791,465,583,569,380,34,204,591
283,857,145,348,475,914,498,733,586,588,604,0,760,376,617,697,670,427,561,631
386,508,915,556,559,566,99,300,216,873,791,760,0,288,277,578,124,368,217,776
556,290,450,259,649,697,579,399,385,676,465,376,288,0,165,180,461,647,554,853
280,723,834,150,146,826,727,189,169,627,583,617,277,165,0,627,782,490,672,377
344,204,684,506,744,579,335,972,445,534,569,697,578,180,627,0,717,504,700,736
190,483,115,615,410,211,166,503,540,532,380,670,124,461,782,717,0,426,279,364
406,293,543,377,570,488,315,513,397,932,34,427,368,647,490,504,426,0,440,986
318,832,428,475,718,505,639,418,493,525,204,561,217,554,672,700,279,440,0,694
908,626,377,494,593,469,74,605,650,309,591,631,776,853,377,736,364,986,694,0
