0,510,557,600,456,752,65,827,502,300,288,429,849,440,496,436,480,554,467,90,533,872,667,539,341,794,650,652,489,479,414,327,544,750,256,284,652,387,611,584,601,862,454,540,682,377,390,519,285,598
510,0,809,625,616,421,541,133,809,515,440,271,505,247,822,554,407,480,252,594,535,264,343,347,579,670,596,433,595,371,371,397,692,150,847,424,644,436,685,454,193,789,641,170,231,743,290,388,145,452
557,809,0,312,558,644,726,553,482,876,815,622,682,580,453,266,182,447,726,703,445,379,229,376,582,690,68,423,857,546,603,919,491,834,699,621,494,478,453,548,367,136,874,386,370,622,427,541,515,870
600,625,312,0,294,464,546,654,362,473,406,239,422,421,711,296,155,614,687,254,578,248,610,514,386,709,449,239,509,535,135,337,438,527,463,523,731,521,843,399,164,675,687,673,669,778,553,206,162,254
456,616,558,294,0,604,535,501,406,308,888,591,912,502,616,561,588,103,707,566,522,470,221,735,695,697,221,722,528,370,611,385,552,543,902,487,398,263,791,246,335,227,481,102,320,76,138,471,556,646
752,421,644,464,604,0,237,446,875,384,533,818,538,513,157,840,450,356,701,404,442,389,71,758,659,546,783,214,587,384,632,679,848,835,268,683,823,423,657,205,441,597,230,771,564,579,694,361,373,481
65,541,726,546,535,237,0,423,613,409,257,390,604,451,615,312,825,415,125,512,329,440,490,357,725,432,598,851,869,726,667,541,438,296,672,574,465,302,258,478,423,594,669,753,496,236,281,292,282,749
827,133,553,654,501,446,423,0,311,468,172,454,396,322,279,474,423,526,330,140,552,763,402,168,220,794,850,325,354,741,473,583,505,462,861,383,528,850,487,384,554,537,865,242,342,402,588,334,929,481
502,809,482,362,406,875,613,311,0,275,699,28,643,434,640,466,680,471,271,564,186,666,248,479,399,616,347,652,139,677,466,446,414,366,653,387,454,893,548,554,506,220,102,228,730,659,551,269,363,778
300,515,876,473,308,384,409,468,275,0,897,442,555,500,401,845,782,897,502,723,919,653,576,525,437,401,528,930,500,751,431,56,532,291,422,516,745,296,708,712,268,574,507,351,241,821,481,66,679,303
288,440,815,406,888,533,257,172,699,897,0,918,447,585,905,416,527,676,250,482,698,728,469,476,647,590,559,622,304,554,264,893,831,186,447,350,513,635,267,686,508,628,575,552,727,338,617,583,772,546
429,271,622,239,591,818,390,454,28,442,918,0,683,407,743,226,528,707,237,777,705,708,305,583,318,155,621,314,291,631,711,598,867,353,503,368,721,127,149,481,186,578,467,490,874,579,690,273,716,668
849,505,682,422,912,538,604,396,643,555,447,683,0,801,406,657,580,606,235,524,276,307,691,781,323,720,15,423,280,536,486,492,310,657,311,544,518,564,447,436,443,878,287,303,505,412,438,537,710,95
440,247,580,421,502,513,451,322,434,500,585,407,801,0,609,788,899,304,457,797,432,123,754,382,380,157,484,455,491,426,625,256,596,87,583,778,674,470,417,188,686,314,515,74,427,445,566,386,819,527
496,822,453,711,616,157,615,279,640,401,905,743,406,609,0,481,376,748,942,776,432,306,506,726,631,260,213,623,96,738,281,346,826,735,424,583,517,103,489,365,457,614,597,683,713,736,428,131,741,150
436,554,266,296,561,840,312,474,466,845,416,226,657,788,481,0,530,611,881,549,449,762,171,892,792,245,612,458,560,105,698,334,400,867,567,352,712,448,274,586,697,435,623,812,548,674,563,287,314,231
480,407,182,155,588,450,825,423,680,782,527,528,580,899,376,530,0,639,881,588,367,195,528,740,594,489,703,626,625,228,443,465,341,619,910,656,387,952,842,836,677,116,582,226,749,294,752,203,497,435
554,480,447,614,103,356,415,526,471,897,676,707,606,304,748,611,639,0,265,371,339,363,537,567,692,726,172,500,532,549,501,339,424,523,266,626,710,428,908,529,636,573,327,571,539,715,694,613,757,531
467,252,726,687,707,701,125,330,271,502,250,237,235,457,942,881,881,265,0,556,197,679,397,755,230,698,485,221,584,478,513,833,691,564,636,355,552,457,110,727,495,354,680,426,857,132,536,324,713,283
90,594,703,254,566,404,512,140,564,723,482,777,524,797,776,549,588,371,556,0,517,165,363,298,390,718,317,654,671,259,419,337,487,592,514,501,563,971,382,469,882,658,529,267,557,429,300,908,547,267
533,535,445,578,522,442,329,552,186,919,698,705,276,432,432,449,367,339,197,517,0,574,451,594,699,209,396,804,456,724,118,374,429,476,922,449,140,305,491,620,633,629,715,534,177,276,448,874,464,236
872,264,379,248,470,389,440,763,666,653,728,708,307,123,306,762,195,363,679,165,574,0,228,373,472,407,525,426,334,912,637,484,949,253,684,888,730,346,735,679,588,166,550,654,305,541,510,239,432,851
667,343,229,610,221,71,490,402,248,576,469,305,691,754,506,171,528,537,397,363,451,228,0,250,707,632,542,128,678,178,175,661,731,514,311,665,716,632,700,936,434,465,601,675,305,569,251,554,387,609
539,347,376,514,735,758,357,168,479,525,476,583,781,382,726,892,740,567,755,298,594,373,250,0,680,750,504,208,727,557,595,576,487,94,512,450,488,322,288,420,496,598,804,810,562,308,907,507,655,526
341,579,582,386,695,659,725,220,399,437,647,318,323,380,631,792,594,692,230,390,699,472,707,680,0,63,561,458,450,218,521,158,151,548,530,466,92,528,279,901,229,418,360,541,469,845,200,726,699,842
794,670,690,709,697,546,432,794,616,401,590,155,720,157,260,245,489,726,698,718,209,407,632,750,63,0,709,395,776,497,555,620,696,456,304,214,618,560,457,644,557,301,361,593,674,779,525,657,403,385
650,596,68,449,221,783,598,850,347,528,559,621,15,484,213,612,703,172,485,317,396,525,542,504,561,709,0,140,334,564,568,46,569,532,791,216,824,866,657,798,456,732,630,163,398,62,393,628,335,407
