0,215,566,241,639,318,302,293,766,376,399,395,475,543,827,548,378,392,171,763
215,0,210,324,69,777,533,313,236,59,856,486,436,607,658,678,70,359,57,276
566,210,0,847,553,462,575,587,256,578,473,532,644,507,256,856,748,290,762,679
241,324,847,0,137,348,121,117,370,804,519,661,367,673,414,603,433,404,41,123
639,69,553,137,0,434,404,262,712,176,629,643,475,445,738,841,362,697,345,477
318,777,462,348,434,0,461,800,189,954,572,518,565,537,475,476,973,476,312,426
302,533,575,121,404,461,0,446,618,532,530,495,606,693,746,679,752,406,436,383
293,313,587,117,262,800,446,0,677,186,926,333,723,620,504,345,475,151,397,414
766,236,256,370,712,189,618,677,0,487,769,685,308,291,341,524,478,559,511,293
376,59,578,804,176,954,532,186,487,0,729,440,429,958,904,915,349,482,564,633
399,856,473,519,629,572,530,926,769,729,0,508,201,571,620,371,466,389,571,446
395,486,532,661,643,518,495,333,685,440,508,0,224,507,777,626,105,509,397,345
475,436,644,367,475,565,606,723,308,429,201,224,0,580,296,470,737,358,469,821
543,607,507,673,445,537,693,620,291,958,571,507,580,0,647,343,455,394,391,531
827,658,256,414,738,475,746,504,341,904,620,777,296,647,0,293,513,632,272,870
548,678,856,603,841,476,679,345,524,915,371,626,470,343,293,0,706,295,509,700
378,70,748,433,362,973,752,475,478,349,466,105,737,455,513,706,0,463,235,446
392,359,290,404,697,476,406,151,559,482,389,509,358,394,632,295,463,0,774,600
171,57,762,41,345,312,436,397,511,564,571,397,469,391,272,509,235,774,0,272
763,276,679,123,477,426,383,414,293,633,446,345,821,531,870,700,446,600,272,0
