0,706,318,470,657,491,553,449,189,714,459,521,888,488,269,194,602,555,692,611
706,0,238,624,384,899,166,590,566,652,461,308,529,679,574,591,529,441,686,785
318,238,0,589,610,156,564,887,711,290,619,711,470,488,642,590,957,545,714,165
470,624,589,0,749,795,533,468,750,365,680,732,498,72,587,383,712,378,427,191
657,384,610,749,0,757,149,545,201,645,525,186,909,480,579,290,889,433,311,410
491,899,156,795,757,0,600,559,143,778,309,522,132,241,536,582,585,366,400,790
553,166,564,533,149,600,0,283,905,381,240,628,655,487,383,300,402,522,688,829
449,590,887,468,545,559,283,0,303,446,592,894,489,503,374,595,437,678,574,368
189,566,711,750,201,143,905,303,0,606,526,320,604,668,915,586,698,500,736,611
714,652,290,365,645,778,381,446,606,0,401,303,712,575,167,851,328,196,797,346
459,461,619,680,525,309,240,592,526,401,0,162,626,608,570,742,421,337,724,647
521,308,711,732,186,522,628,894,320,303,162,0,843,147,633,373,527,668,740,537
888,529,470,498,909,132,655,489,604,712,626,843,0,850,270,438,320,313,559,850
488,679,488,72,480,241,487,503,668,575,608,147,850,0,799,660,577,323,287,436
269,574,642,587,579,536,383,374,915,167,570,633,270,799,0,410,410,293,304,618
194,591,590,383,290,582,300,595,586,851,742,373,438,660,410,0,666,602,689,705
602,529,957,712,889,585,402,437,698,328,421,527,320,577,410,666,0,482,638,473
555,441,545,378,433,366,522,678,500,196,337,668,313,323,293,602,482,0,564,490
692,686,714,427,311,400,688,574,736,797,724,740,559,287,304,689,638,564,0,525
611,785,165,191,410,790,829,368,611,346,647,537,850,436,618,705,473,490,525,0
