0,94,540,307,369,653,709,180,192,387,600,613,471,229,318,215,382,788,312,548
94,0,420,41,862,681,206,484,271,496,467,277,507,875,132,227,654,303,351,616
540,420,0,851,633,316,468,398,346,299,575,632,844,303,148,333,776,241,697,516
307,41,851,0,437,766,604,643,819,555,695,120,264,358,463,402,671,795,496,203
369,862,633,437,0,154,332,388,550,812,216,816,484,632,414,382,175,678,154,844
653,681,316,766,154,0,429,624,691,609,838,524,302,558,93,290,693,212,450,357
709,206,468,604,332,429,0,429,414,138,804,589,690,163,521,904,160,911,554,902
180,484,398,643,388,624,429,0,569,268,286,331,733,588,207,539,623,67,329,642
192,271,346,819,550,691,414,569,0,637,532,275,736,285,796,580,847,331,769,311
387,496,299,555,812,609,138,268,637,0,814,427,203,614,218,881,331,767,490,680
600,467,575,695,216,838,804,286,532,814,0,414,349,438,591,906,712,613,584,608
613,277,632,120,816,524,589,331,275,427,414,0,490,617,396,817,83,621,794,230
471,507,844,264,484,302,690,733,736,203,349,490,0,447,547,315,585,521,571,493
229,875,303,358,632,558,163,588,285,614,438,617,447,0,122,304,182,587,627,375
318,132,148,463,414,93,521,207,796,218,591,396,547,122,0,284,564,338,344,764
215,227,333,402,382,290,904,539,580,881,906,817,315,304,284,0,272,329,260,530
382,654,776,671,175,693,160,623,847,331,712,83,585,182,564,272,0,535,306,242
788,303,241,795,678,212,911,67,331,767,613,621,521,587,338,329,535,0,502,344
312,351,697,496,154,450,554,329,769,490,584,794,571,627,344,260,306,502,0,381
548,616,516,203,844,357,902,642,311,680,608,230,493,375,764,530,242,344,381,0
