0,898,495,918,671,436,523,336,591,89,815,381,397,280,547,457,95,521,754,197
898,0,513,560,372,609,164,782,271,690,355,311,473,777,877,754,826,731,343,839
495,513,0,777,553,505,656,784,763,953,448,523,633,729,414,649,400,697,648,470
918,560,777,0,329,120,179,875,816,529,704,211,437,480,382,634,573,253,454,824
671,372,553,329,0,794,523,416,681,710,591,713,421,824,757,565,462,734,161,533
436,609,505,120,794,0,711,215,549,623,136,522,522,598,464,515,597,539,183,660
523,164,656,179,523,711,0,868,551,266,766,872,507,281,486,742,603,783,607,408
336,782,784,875,416,215,868,0,623,682,358,352,555,400,875,500,418,157,488,478
591,271,763,816,681,549,551,623,0,443,756,528,252,549,497,613,882,628,553,645
89,690,953,529,710,623,266,682,443,0,274,579,466,439,557,438,523,519,700,640
815,355,448,704,591,136,766,358,756,274,0,455,530,443,261,416,535,631,470,314
381,311,523,211,713,522,872,352,528,579,455,0,487,371,385,597,594,484,527,558
397,473,633,437,421,522,507,555,252,466,530,487,0,469,709,558,540,696,520,532
280,777,729,480,824,598,281,400,549,439,443,371,469,0,367,256,560,469,598,801
547,877,414,382,757,464,486,875,497,557,261,385,709,367,0,321,412,314,92,631
457,754,649,634,565,515,742,500,613,438,416,597,558,256,321,0,499,572,752,285
95,826,400,573,462,597,603,418,882,523,535,594,540,560,412,499,0,431,379,284
521,731,697,253,734,539,783,157,628,519,631,484,696,469,314,572,431,0,805,474
754,343,648,454,161,183,607,488,553,700,470,527,520,598,92,752,379,805,0,411
197,839,470,824,533,660,408,478,645,640,314,558,532,801,631,285,284,474,411,0
